O2,P8,T8,FC6,F4,F8,AF4,label
4588.72,4177.44,4201.54,4158.97,4286.15,4637.95,4443.08,0
4592.82,4172.82,4203.08,4217.95,4298.97,4642.05,4452.31,0
4623.08,4196.41,4230.26,4210.77,4284.62,4598.97,4347.69,0
4615.38,4199.49,4216.41,4191.28,4263.59,4604.62,4324.62,1
4606.15,4182.05,4215.38,4186.67,4271.28,4609.74,4341.03,1
4599.49,4186.67,4209.74,4176.41,4256.41,4568.21,4311.28,0
4589.23,4183.08,4230.26,4214.87,4295.38,4627.69,4421.54,1
4637.95,4215.38,4241.03,4214.87,4285.64,4597.44,4338.97,1
4615.38,4193.33,4217.95,4194.87,4278.97,4596.92,4348.21,0
4624.62,4202.56,4236.41,4200.51,4278.46,4609.74,4358.97,1
4621.03,4211.79,4223.59,4197.95,4280.51,4588.72,4345.13,0
4581.03,4181.03,4206.67,4201.03,4299.49,4619.49,4438.97,1
4620,4210.26,4232.82,4204.1,4264.62,4607.18,4333.85,0
4622.56,4208.72,4243.59,4202.56,4275.38,4602.05,4357.95,0
4611.79,4191.28,4234.36,4165.64,4264.1,4594.36,4366.67,0
4628.21,4212.31,4237.44,4200,4281.03,4581.54,4352.82,1
4607.69,4194.87,4226.67,4195.9,4276.92,4596.92,4342.05,0
4681.03,4268.72,4300,4273.33,4331.28,4678.46,4426.15,1
4623.59,4214.36,4250.77,4219.49,4291.79,4610.77,4364.1,0
4611.28,4196.41,4234.87,4200,4265.13,4600.51,4353.33,0
4587.18,4162.56,4189.74,4175.9,4275.9,4576.92,4384.1,1
4597.95,4196.41,4220.51,4204.62,4277.95,4613.33,4365.64,0
4620.51,4203.59,4231.28,4227.18,4315.38,4641.03,4462.56,0
4629.23,4218.46,4254.36,4214.87,4284.1,4618.46,4366.15,1
4634.36,4210.77,4235.38,4191.28,4273.85,4563.08,4334.36,0
4619.49,4208.21,4243.08,4166.15,4273.33,4602.56,4356.41,0
4621.54,4201.54,4229.23,4215.38,4276.41,4603.08,4367.69,1
4612.82,4184.62,4204.1,4182.56,4266.15,4586.67,4339.49,0
4600.51,4188.21,4209.74,4179.49,4258.97,4583.59,4336.41,1
4642.56,4218.46,4250.77,4200,4293.33,4627.18,4383.59,0
4641.03,4218.97,4251.28,4229.23,4306.67,4621.54,4385.64,1
4623.59,4210.26,4237.95,4204.62,4269.74,4598.46,4339.49,0
4624.1,4217.95,4233.85,4225.13,4290.77,4633.85,4382.05,1
4602.05,4182.56,4220.51,4180,4268.21,4581.03,4325.64,0
4627.18,4197.44,4239.49,4222.05,4286.67,4599.49,4356.41,1
4613.33,4203.59,4233.85,4213.33,4281.54,4630.77,4387.18,0
4612.31,4206.67,4256.41,4223.08,4289.23,4633.33,4391.79,1
4605.64,4193.85,4236.41,4198.97,4267.69,4598.46,4335.38,1
4624.1,4208.21,4234.36,4198.97,4265.64,4592.31,4335.38,0
4650.26,4243.59,4271.79,4287.18,4329.74,4735.9,4446.67,1
4598.46,4179.49,4213.85,4186.67,4254.87,4599.49,4325.64,1
4594.87,4188.21,4204.1,4166.15,4261.03,4557.44,4325.64,1
4606.67,4187.18,4224.1,4176.92,4288.72,4591.79,4359.49,0
4636.92,4213.85,4241.54,4209.23,4285.13,4612.31,4340,0
4602.56,4176.41,4207.69,4200.51,4266.67,4601.54,4337.95,0
4626.67,4197.44,4227.18,4213.33,4283.08,4613.85,4360,0
4614.87,4194.36,4250.77,4241.54,4304.1,4663.08,4436.92,1
4615.9,4212.31,4234.87,4212.31,4266.15,4618.97,4352.31,0
4610.26,4184.1,4216.41,4194.36,4282.05,4587.18,4357.44,1
4645.13,4236.92,4242.05,4223.08,4292.31,4621.54,4368.21,1
4629.23,4204.62,4237.95,4195.9,4284.1,4610.77,4366.67,0
4593.85,4188.72,4216.92,4138.46,4269.74,4591.79,4344.62,0
4624.62,4205.64,4253.33,4207.18,4289.23,4617.95,4387.69,1
4599.49,4185.13,4219.49,4214.87,4290.26,4628.21,4412.31,0
4603.59,4214.87,4235.38,4208.21,4276.41,4617.44,4358.46,0
4608.72,4190.26,4221.03,4195.9,4260.51,4606.67,4333.85,0
4609.23,4185.13,4225.13,4185.64,4264.62,4583.59,4343.08,1
4618.97,4212.31,4261.03,4209.23,4299.49,4696.41,4414.36,1
4612.82,4204.62,4242.05,4208.72,4289.74,4624.62,4362.05,0
4614.36,4195.38,4229.74,4207.18,4278.97,4584.1,4359.49,0
4620,4214.36,4230.77,4215.9,4280.51,4616.92,4361.54,1
4606.67,4202.05,4240.51,4209.74,4275.9,4613.85,4349.74,1
4591.79,4194.87,4225.13,4190.77,4273.85,4600.51,4345.13,0
4625.13,4217.44,4234.36,4197.95,4276.92,4590.77,4347.69,0
4657.95,4217.44,4221.03,4201.03,4279.49,4595.9,4342.05,0
4606.15,4194.36,4230.77,4202.56,4272.82,4589.74,4350.77,1
4610.77,4205.13,4243.08,4222.56,4292.82,4625.13,4384.62,1
4601.03,4204.62,4220,4184.62,4262.05,4569.74,4322.05,0
4593.85,4171.28,4187.69,4156.41,4226.15,4551.79,4283.08,0
4661.03,4228.21,4256.41,4228.72,4293.33,4631.79,4358.46,0
4604.62,4193.33,4230.26,4224.1,4294.36,4635.38,4429.74,0
4601.03,4190.26,4220.51,4170.77,4253.33,4583.59,4333.33,1
4604.62,4197.44,4233.85,4211.79,4283.08,4630.77,4355.38,1
4629.74,4212.31,4236.41,4194.36,4272.31,4595.38,4345.64,0
4702.56,4284.1,4333.85,4308.21,4381.54,4701.03,4455.9,0
4584.1,4187.18,4242.05,4222.05,4297.95,4642.56,4440,1
4626.67,4212.31,4235.9,4238.46,4297.95,4666.15,4382.56,1
4634.36,4219.49,4247.69,4224.1,4291.28,4614.87,4368.72,0
4641.03,4242.05,4273.85,4227.18,4311.28,4637.44,4418.46,1
4606.67,4188.21,4207.18,4174.87,4268.72,4580.51,4341.03,0
4593.33,4192.31,4242.56,4201.03,4274.36,4606.67,4350.26,1
4610.26,4190.77,4229.74,4197.44,4270.77,4602.56,4345.13,1
4622.56,4210.26,4233.85,4201.54,4270.77,4615.38,4352.31,0
4640,4231.79,4244.1,4212.31,4281.03,4628.21,4368.21,0
4607.18,4185.13,4224.62,4195.38,4267.69,4592.31,4351.28,1
4615.9,4197.44,4226.67,4196.41,4259.49,4598.97,4331.28,0
4635.38,4217.44,4234.36,4206.67,4282.56,4609.74,4340.51,0
4599.49,4199.49,4237.44,4200.51,4269.23,4596.41,4332.82,1
4630.26,4207.69,4222.05,4206.67,4282.05,4628.72,4389.23,0
4620.51,4203.08,4232.31,4204.62,4274.36,4600.51,4354.36,1
4624.1,4190.26,4225.13,4205.64,4282.56,4591.28,4350.77,1
4610.77,4190.26,4230.77,4183.59,4257.95,4586.15,4352.31,0
4608.72,4201.54,4226.67,4215.38,4293.33,4629.74,4377.95,0
4615.38,4205.64,4223.08,4205.13,4266.15,4596.41,4334.87,0
4586.67,4182.05,4219.49,4206.15,4277.44,4618.46,4397.44,0
4639.49,4221.54,4232.82,4197.95,4267.69,4585.13,4332.82,0
4605.13,4188.21,4214.87,4181.54,4273.85,4578.46,4352.82,0
4611.79,4201.54,4225.13,4207.18,4273.85,4609.23,4358.46,0
4602.56,4193.33,4226.67,4195.9,4284.1,4577.95,4351.28,1
4617.44,4206.67,4231.28,4204.62,4269.23,4597.44,4331.79,0
4637.95,4227.18,4262.56,4271.28,4321.54,4707.69,4422.05,1
4606.15,4180.51,4214.36,4180.51,4257.95,4571.28,4347.18,1
4596.92,4192.82,4247.18,4287.18,4353.33,4753.85,4535.9,0
4618.46,4229.23,4253.33,4209.74,4278.97,4615.38,4348.72,1
4666.67,4247.18,4288.72,4272.82,4332.31,4676.41,4428.72,1
4626.67,4209.23,4232.31,4192.82,4270.77,4592.31,4335.9,0
4589.74,4168.21,4222.05,4208.72,4277.44,4597.95,4372.31,0
4629.23,4198.46,4239.49,4201.03,4285.13,4616.41,4371.79,0
4595.38,4176.92,4194.36,4180,4296.92,4577.44,4421.03,1
4618.97,4212.82,4242.05,4213.33,4289.74,4625.64,4363.59,0
4628.72,4210.77,4221.03,4205.64,4275.9,4581.03,4333.33,1
4614.87,4193.33,4228.72,4190.26,4258.46,4584.1,4336.92,0
4612.82,4210.26,4241.54,4207.69,4273.33,4628.21,4352.31,1
4632.31,4191.79,4218.46,4208.72,4280.51,4617.95,4363.08,0
4693.85,4277.95,4320.51,4288.72,4355.9,4689.74,4446.15,0
4618.46,4210.26,4239.49,4209.74,4289.74,4598.97,4372.82,1
4612.82,4194.36,4207.18,4192.82,4272.31,4580.51,4350.26,1
4578.97,4172.31,4211.28,4191.79,4276.92,4603.08,4393.85,1
4675.9,4257.44,4282.56,4233.33,4304.1,4654.87,4375.9,1
4616.92,4199.49,4238.97,4212.82,4280,4608.21,4365.13,1
4627.18,4200,4241.03,4169.74,4271.79,4601.03,4365.64,0
4608.21,4201.54,4221.03,4195.38,4264.1,4593.85,4323.08,0
4580.51,4162.05,4194.87,4169.23,4255.9,4572.82,4350.77,1
4582.56,4170.26,4193.85,4169.74,4257.44,4570.26,4350.77,1
4617.95,4196.92,4210.77,4199.49,4274.87,4585.64,4326.15,0
4589.74,4178.46,4214.87,4191.79,4271.28,4584.62,4358.97,1
4641.03,4233.85,4260,4209.23,4275.38,4596.92,4347.69,0
4610.77,4190.26,4212.82,4193.85,4279.49,4582.56,4372.31,1
4622.56,4192.82,4220.51,4200.51,4283.59,4577.44,4348.21,0
4607.18,4202.05,4236.92,4211.79,4278.46,4625.64,4363.59,1
4595.9,4187.18,4235.9,4198.46,4262.05,4620,4332.31,1
4593.85,4194.36,4224.1,4192.82,4256.92,4615.38,4326.67,1
4613.85,4205.64,4238.46,4208.21,4287.18,4598.46,4363.08,0
4612.82,4196.41,4222.05,4195.38,4274.36,4607.18,4345.64,1
4589.74,4171.79,4221.03,4183.59,4266.15,4567.18,4328.72,1
4648.72,4223.59,4243.08,4193.33,4300,4612.31,4374.87,1
4595.9,4178.97,4217.44,4192.82,4277.44,4606.15,4337.44,1
4627.69,4207.69,4244.62,4219.49,4287.18,4623.59,4365.64,0
4620.51,4195.38,4246.15,4197.95,4267.18,4596.41,4351.28,1
4599.49,4185.13,4215.9,4190.77,4260,4598.46,4334.87,1
4637.95,4203.08,4226.67,4179.49,4278.46,4602.05,4360,1
4598.97,4198.46,4238.97,4202.56,4278.46,4602.05,4345.64,1
4614.87,4198.97,4244.62,4209.74,4273.85,4619.49,4368.21,1
4605.64,4197.44,4218.46,4189.74,4261.54,4590.26,4334.87,0
4629.23,4235.38,4257.44,4215.9,4283.08,4601.54,4355.38,1
4614.36,4207.69,4240,4240,4300.51,4677.44,4434.36,0
4606.67,4177.95,4208.72,4180.51,4258.46,4560,4324.1,1
4596.41,4188.21,4230.26,4198.46,4277.95,4611.79,4354.87,1
4591.28,4184.62,4214.36,4182.05,4261.03,4605.13,4335.38,0
4648.21,4222.05,4238.46,4193.85,4277.95,4595.38,4308.21,1
4647.69,4237.95,4254.87,4215.38,4313.85,4644.62,4394.87,1
4601.03,4185.64,4216.92,4175.9,4250.26,4546.15,4282.56,0
4598.46,4187.69,4219.49,4202.56,4268.72,4606.15,4341.03,0
4628.72,4213.85,4222.05,4222.56,4290.77,4622.56,4382.56,1
4604.1,4172.82,4205.64,4183.08,4262.05,4566.15,4346.15,1
4602.05,4176.41,4207.69,4195.9,4267.18,4575.9,4346.15,1
4611.28,4200.51,4226.15,4196.41,4261.03,4585.13,4354.87,1
4605.64,4184.62,4218.46,4191.79,4258.97,4570.26,4356.41,1
4655.38,4230.77,4244.62,4195.38,4294.87,4609.23,4371.28,1
4603.59,4206.67,4211.28,4183.59,4266.67,4560,4310.26,0
4614.36,4196.92,4245.64,4236.92,4309.74,4652.31,4443.08,1
4584.62,4166.67,4164.62,4111.28,4229.74,4459.49,4263.59,0
4601.03,4193.33,4218.46,4204.62,4298.46,4604.1,4417.44,0
4609.74,4210.26,4255.9,4216.92,4287.69,4619.49,4373.33,0
4595.38,4186.67,4205.13,4159.49,4242.05,4538.97,4278.46,0
4625.64,4205.64,4222.56,4193.33,4262.56,4593.33,4307.69,0
4620,4207.69,4251.79,4222.05,4306.67,4633.85,4410.77,1
4601.54,4185.13,4202.56,4165.13,4259.49,4569.23,4316.41,0
4606.15,4192.31,4217.95,4189.74,4268.72,4603.08,4351.28,0
4622.56,4206.15,4232.31,4181.54,4281.54,4603.08,4366.15,1
4618.46,4178.46,4217.44,4176.41,4255.38,4554.36,4290.26,0
4662.05,4241.03,4256.41,4207.18,4316.92,4616.92,4395.9,1
4619.49,4197.95,4240,4194.36,4271.28,4603.08,4356.41,1
4626.15,4200.51,4237.95,4220.51,4287.18,4620.51,4386.67,1
4612.31,4212.31,4234.87,4186.15,4281.54,4603.59,4355.9,0
4656.41,4237.95,4280.51,4255.9,4325.64,4662.56,4412.82,0
4605.64,4181.54,4228.72,4202.56,4276.92,4592.82,4364.1,1
4613.85,4201.54,4236.92,4198.97,4284.62,4625.13,4382.05,1
4645.13,4221.54,4252.31,4230.26,4300.51,4625.64,4390.77,0
4628.72,4193.33,4226.67,4211.79,4289.74,4597.95,4353.85,0
4603.08,4193.85,4212.82,4190.26,4293.85,4603.59,4365.64,1
4641.54,4222.05,4254.87,4207.18,4301.03,4636.92,4384.62,0
4635.38,4214.87,4242.56,4221.54,4289.74,4610.77,4369.74,1
4592.82,4177.44,4218.97,4188.72,4280.51,4586.15,4381.54,1
4611.79,4186.67,4225.64,4191.28,4255.9,4564.62,4335.9,1
4633.33,4212.82,4240,4209.23,4289.23,4627.18,4378.46,1
4613.85,4213.85,4231.79,4209.74,4269.23,4597.95,4342.05,0
4620.51,4212.31,4241.03,4208.72,4287.18,4595.9,4380,0
4594.87,4180.51,4228.21,4197.95,4272.82,4601.03,4364.1,1
4602.56,4203.59,4232.82,4201.03,4272.31,4608.72,4353.33,0
4620,4201.54,4217.95,4186.15,4264.62,4555.38,4333.33,1
4611.79,4193.33,4221.03,4194.36,4266.15,4589.23,4336.41,0
4633.85,4200.51,4229.74,4210.77,4283.08,4609.74,4365.13,0
4609.23,4190.77,4201.54,4165.64,4241.03,4556.92,4291.28,0
4608.72,4204.1,4244.62,4206.15,4268.21,4611.79,4347.18,0
4628.21,4209.74,4236.92,4205.64,4291.79,4626.15,4389.23,0
4627.69,4197.44,4232.31,4189.23,4278.97,4602.05,4366.15,0
4612.31,4189.23,4215.38,4185.64,4271.28,4578.46,4336.41,0
4587.18,4182.56,4232.82,4196.92,4276.41,4599.49,4351.28,1
4635.9,4201.03,4214.36,4195.9,4274.36,4590.26,4335.38,0
4610.26,4187.18,4222.05,4196.92,4267.18,4603.08,4347.18,0
4615.9,4200.51,4231.79,4191.28,4256.41,4590.26,4316.41,0
4613.33,4219.49,4232.82,4210.26,4301.54,4615.38,4390.77,1
4618.97,4198.97,4226.67,4189.74,4278.97,4598.97,4366.67,1
4612.31,4198.46,4213.85,4193.33,4267.69,4606.67,4344.62,0
4594.87,4198.46,4237.95,4192.31,4275.38,4611.79,4370.26,0
4596.92,4185.64,4222.05,4195.9,4274.87,4628.72,4366.15,1
4615.9,4196.92,4229.23,4197.95,4261.54,4598.46,4347.18,0
4619.49,4211.28,4243.59,4212.82,4286.67,4613.33,4364.62,0
4611.28,4204.1,4229.74,4201.03,4273.85,4608.21,4349.74,0
4626.67,4205.64,4243.59,4210.77,4290.77,4620.51,4374.87,0
4625.13,4221.54,4255.38,4225.64,4295.38,4634.36,4389.74,1
4633.33,4219.49,4235.38,4221.03,4287.18,4618.46,4366.15,1
4695.38,4274.36,4318.46,4303.08,4367.18,4696.92,4449.74,0
4611.28,4187.18,4223.08,4193.85,4254.87,4578.46,4325.13,0
4629.23,4224.1,4256.41,4221.54,4289.23,4618.97,4368.72,0
4622.05,4206.67,4236.41,4208.72,4282.05,4593.85,4371.28,1
4626.67,4205.13,4230.77,4202.05,4281.54,4604.1,4354.87,0
4604.62,4207.69,4262.05,4221.54,4285.64,4627.69,4361.03,1
4608.21,4192.31,4207.18,4188.21,4253.85,4585.64,4325.13,0
4621.54,4211.28,4229.74,4205.64,4291.28,4617.44,4347.18,0
4611.28,4204.1,4225.13,4203.08,4273.85,4593.33,4341.03,1
4643.59,4226.67,4241.54,4185.64,4305.13,4626.67,4386.15,1
4620,4209.74,4229.23,4209.23,4296.92,4602.56,4397.95,0
4622.05,4186.15,4229.23,4213.33,4288.72,4615.38,4351.28,0
4619.49,4200.51,4232.82,4196.92,4268.21,4597.95,4343.08,1
4690.77,4275.38,4310.77,4304.62,4360.51,4703.08,4465.13,1
4616.41,4193.85,4220,4197.44,4263.59,4599.49,4335.38,0
4579.49,4179.49,4209.74,4177.44,4277.95,4598.97,4372.31,1
4602.56,4192.82,4219.49,4181.54,4263.08,4573.85,4330.77,0
4616.41,4188.72,4220,4180,4279.49,4604.62,4386.67,0
4596.41,4186.67,4224.62,4189.23,4266.15,4587.18,4342.05,1
4594.87,4189.23,4216.92,4189.23,4257.95,4601.03,4336.41,1
4627.18,4209.74,4232.31,4173.85,4269.23,4600,4351.79,1
4625.13,4205.64,4230.77,4218.97,4285.64,4620,4387.18,1
4599.49,4197.95,4235.9,4204.1,4280.51,4605.64,4350.77,0
4611.79,4195.9,4226.15,4200.51,4272.31,4593.85,4351.79,1
4623.59,4204.1,4232.31,4196.41,4294.87,4620.51,4376.92,0
4607.18,4205.13,4238.97,4179.49,4264.62,4601.03,4353.85,0
4603.59,4182.56,4224.1,4193.33,4265.13,4585.13,4364.1,1
4612.82,4181.54,4220,4189.74,4265.13,4603.59,4360,1
4595.9,4187.18,4201.54,4201.03,4293.33,4610.26,4415.9,1
4596.92,4167.18,4193.85,4156.41,4250.77,4533.33,4272.31,1
4605.13,4189.74,4225.13,4174.87,4287.18,4618.46,4395.38,1
4598.97,4185.64,4225.13,4196.92,4273.33,4597.44,4357.44,0
4600.51,4188.72,4235.38,4205.13,4266.67,4593.33,4352.31,0
4601.03,4184.1,4187.69,4132.31,4248.72,4485.64,4268.21,0
4613.33,4178.97,4212.31,4172.31,4261.54,4541.03,4269.74,1
4594.87,4176.92,4212.82,4189.23,4264.1,4578.46,4354.87,1
4620,4192.31,4213.85,4192.31,4280,4572.31,4347.69,0
4627.18,4216.92,4224.62,4183.08,4271.28,4617.44,4341.54,1
4606.67,4203.59,4221.03,4188.21,4273.33,4601.54,4347.69,0
4592.31,4181.03,4197.95,4176.41,4270.26,4587.18,4345.13,1
4600.51,4197.95,4223.59,4196.92,4273.33,4605.64,4350.77,1
4608.72,4197.44,4242.56,4236.92,4300.51,4661.03,4454.36,1
4620.51,4209.74,4223.08,4222.05,4294.36,4628.72,4387.18,1
4626.15,4201.54,4233.33,4208.72,4280.51,4606.67,4370.26,0
4612.82,4197.44,4218.46,4200,4278.97,4606.15,4337.95,0
4610.26,4199.49,4224.1,4216.92,4308.72,4622.05,4445.64,0
4623.59,4195.9,4224.62,4207.18,4284.62,4597.95,4371.79,0
4610.26,4190.77,4230.77,4192.31,4267.18,4594.36,4351.28,1
4613.85,4194.36,4209.74,4162.56,4266.67,4578.97,4324.1,0
4618.46,4208.72,4245.64,4219.49,4284.62,4628.72,4364.62,0
4614.87,4197.95,4214.87,4205.13,4271.79,4592.82,4343.08,1
4633.33,4228.21,4267.18,4215.9,4277.95,4602.56,4344.62,0
4595.9,4173.33,4214.36,4189.23,4264.62,4589.74,4344.1,1
4668.21,4205.64,4232.82,4220.51,4293.33,4611.79,4352.31,0
4611.79,4184.1,4224.62,4190.26,4290.77,4618.46,4405.13,0
4620,4203.08,4241.54,4217.44,4288.72,4616.41,4372.31,1
4610.26,4186.15,4213.33,4197.44,4265.13,4581.03,4358.46,1
4617.95,4203.08,4239.49,4162.05,4274.87,4605.64,4368.21,0
4590.77,4183.59,4236.92,4208.21,4284.62,4608.72,4375.38,1
4625.13,4194.87,4228.21,4200.51,4275.38,4585.64,4346.15,1
4616.41,4208.21,4237.44,4196.41,4281.54,4584.62,4346.67,1
4624.1,4206.67,4229.74,4189.74,4267.69,4592.31,4344.1,0
4604.1,4204.1,4199.49,4164.62,4271.28,4540,4293.33,0
4605.64,4188.72,4218.97,4203.59,4281.03,4596.41,4345.13,0
4599.49,4209.74,4241.54,4198.97,4285.64,4623.59,4363.59,0
4603.59,4173.85,4177.44,4147.18,4232.31,4530.77,4269.74,0
4613.85,4193.33,4224.62,4203.59,4264.1,4594.87,4345.64,0
4640.51,4223.08,4229.23,4182.56,4302.56,4622.05,4387.18,1
4629.23,4219.49,4262.56,4223.08,4296.41,4627.69,4378.97,1
4583.59,4170.77,4185.64,4166.15,4264.62,4563.08,4357.44,1
4707.69,4298.97,4342.56,4314.87,4376.41,4710.26,4459.49,0
4608.72,4169.74,4211.79,4171.79,4255.9,4548.72,4296.92,1
4617.95,4194.87,4233.85,4210.26,4275.38,4595.9,4365.64,1
4616.41,4213.85,4242.56,4217.44,4277.44,4633.85,4360.51,0
4597.44,4193.33,4218.46,4201.54,4267.69,4603.59,4351.28,0
4610.77,4204.1,4239.49,4177.95,4258.46,4603.59,4345.64,0
4593.33,4177.95,4215.38,4183.59,4268.21,4580.51,4336.41,0
4614.87,4185.13,4217.95,4208.72,4305.13,4660.51,4490.77,0
4617.44,4203.08,4226.15,4190.77,4266.15,4577.44,4308.72,0
4620,4191.79,4219.49,4191.79,4249.74,4572.82,4328.21,0
4623.08,4209.74,4229.23,4209.74,4264.1,4597.44,4352.31,1
4613.85,4208.72,4228.72,4194.87,4266.15,4609.23,4338.97,1
4617.44,4191.28,4220,4197.44,4285.64,4576.41,4353.33,0
4616.41,4198.97,4229.23,4205.64,4266.67,4592.31,4350.26,0
4682.56,4269.23,4305.13,4289.74,4347.18,4690.77,4452.82,1
4612.82,4200,4229.74,4205.64,4269.74,4596.92,4353.33,1
4662.56,4238.97,4266.67,4204.62,4314.87,4614.36,4394.87,1
4627.69,4212.31,4243.08,4234.36,4303.59,4630.77,4404.62,1
4607.69,4192.82,4234.36,4201.03,4271.28,4607.18,4349.23,1
4613.33,4205.64,4224.62,4201.03,4269.23,4585.64,4335.38,0
4603.08,4177.44,4225.13,4194.87,4263.08,4594.87,4344.62,1
4603.08,4193.33,4226.67,4206.67,4278.46,4620,4356.92,1
4625.13,4200.51,4237.95,4169.74,4269.23,4602.05,4358.46,0
4594.87,4188.72,4228.21,4182.05,4265.13,4595.38,4332.31,0
4625.64,4210.77,4254.87,4207.18,4277.44,4623.59,4366.67,1
4605.64,4199.49,4213.85,4180.51,4253.85,4566.15,4304.62,0
4643.59,4211.79,4241.54,4221.03,4302.05,4615.9,4368.72,0
4605.13,4185.64,4223.08,4202.56,4281.54,4592.82,4353.85,0
4604.62,4210.77,4227.69,4201.54,4294.36,4603.59,4372.82,1
4618.46,4201.03,4230.26,4202.05,4256.41,4589.23,4342.56,1
4633.33,4203.08,4249.23,4230.26,4292.82,4635.9,4368.72,0
4619.49,4205.64,4233.85,4192.31,4280.51,4570.77,4344.1,1
4600,4189.23,4232.82,4195.38,4276.41,4595.9,4369.23,0
4607.69,4203.59,4228.21,4165.64,4269.23,4581.03,4356.41,0
4663.59,4237.44,4263.08,4217.95,4285.64,4636.41,4364.1,1
4584.1,4170.77,4206.67,4182.05,4268.21,4596.41,4375.38,1
4608.21,4203.59,4235.9,4209.23,4278.97,4607.69,4364.62,1
4588.72,4182.05,4209.23,4182.05,4266.67,4591.79,4352.31,1
4621.54,4206.67,4229.23,4189.23,4286.15,4609.23,4366.15,1
4578.97,4161.54,4186.67,4118.46,4218.46,4472.82,4225.64,0
4605.64,4193.33,4228.72,4197.95,4279.49,4598.46,4355.38,0
4612.31,4218.97,4233.85,4209.74,4283.59,4597.95,4351.79,0
4617.95,4200.51,4211.79,4197.95,4263.08,4589.74,4346.15,0
4588.21,4183.59,4241.03,4232.82,4299.49,4654.87,4451.28,1
4610.77,4200.51,4231.79,4171.79,4260.51,4604.1,4341.03,0
4626.15,4202.56,4242.56,4196.41,4276.41,4593.85,4353.85,0
4594.87,4185.64,4204.1,4170.77,4264.62,4561.03,4317.44,1
4592.31,4180,4190.77,4151.79,4259.49,4528.72,4306.15,1
4597.95,4183.08,4209.23,4220.51,4307.18,4649.23,4467.69,0
4595.9,4189.74,4213.33,4191.79,4275.38,4584.1,4368.72,0
4617.95,4202.56,4215.9,4190.77,4259.49,4576.41,4325.64,0
4618.46,4213.85,4230.77,4204.62,4264.62,4611.28,4345.64,0
4617.44,4201.03,4231.28,4197.44,4257.95,4587.18,4352.82,1
4614.36,4198.97,4224.62,4196.41,4265.13,4575.38,4362.56,1
4616.41,4185.64,4233.85,4213.33,4278.46,4622.56,4349.74,1
4618.46,4209.23,4224.62,4199.49,4280.51,4590.77,4344.62,0
4616.41,4210.26,4251.28,4217.95,4295.38,4627.69,4395.9,1
4627.69,4209.23,4251.28,4239.49,4306.67,4634.36,4384.1,0
4597.44,4192.31,4222.56,4196.92,4256.92,4594.36,4356.92,1
4602.56,4194.36,4223.08,4221.54,4304.62,4663.08,4467.18,0
4616.41,4195.38,4225.13,4166.15,4266.15,4582.56,4342.56,1
4617.44,4192.82,4223.08,4191.79,4270.77,4601.03,4338.97,0
4613.85,4210.26,4272.82,4238.46,4304.62,4680.51,4448.21,1
4625.64,4207.18,4230.26,4192.82,4272.31,4575.9,4334.87,1
4587.69,4166.15,4158.97,4107.18,4226.67,4456.41,4233.85,0
4612.82,4194.87,4228.21,4213.33,4288.21,4606.15,4371.28,0
4612.82,4194.87,4220,4193.85,4260,4584.1,4331.79,0
4598.97,4198.97,4206.67,4174.36,4265.13,4549.23,4298.97,0
4618.46,4185.64,4223.59,4195.9,4266.67,4575.9,4345.13,1
4621.54,4216.41,4231.79,4205.13,4270.77,4591.28,4357.44,0
4629.23,4205.64,4244.62,4227.69,4307.18,4622.56,4389.23,0
4631.79,4203.08,4234.87,4210.26,4293.33,4600,4356.92,0
4616.41,4213.33,4249.23,4228.21,4296.92,4623.08,4380,0
4605.64,4202.05,4240.51,4200.51,4281.03,4591.79,4376.92,0
4598.46,4179.49,4222.05,4197.44,4262.05,4592.31,4349.23,0
4617.95,4213.85,4245.13,4223.59,4291.28,4620,4360.51,0
4611.28,4202.05,4227.18,4211.28,4275.9,4598.46,4366.67,0
4616.41,4206.67,4228.72,4211.28,4274.87,4610.26,4360.51,0
4614.87,4186.15,4219.49,4177.44,4262.56,4561.03,4329.74,0
4631.79,4213.85,4237.95,4210.77,4283.59,4624.1,4354.36,1
4594.36,4190.77,4217.95,4189.23,4263.08,4573.33,4307.69,0
4603.08,4188.21,4234.87,4191.28,4272.31,4591.28,4335.9,0
4607.69,4207.18,4228.72,4191.79,4255.38,4616.92,4338.97,1
4614.36,4203.08,4223.08,4196.41,4268.72,4596.92,4349.74,0
4605.13,4190.26,4225.13,4192.31,4257.95,4597.44,4329.23,1
4603.08,4194.36,4234.87,4195.38,4273.33,4596.41,4370.77,0
4602.05,4196.92,4212.31,4185.13,4265.64,4566.15,4318.97,0
4621.54,4206.67,4243.59,4223.08,4276.41,4633.33,4376.92,0
4610.26,4192.82,4220.51,4191.28,4260,4576.41,4335.38,0
4622.56,4208.72,4228.21,4212.82,4280.51,4600,4345.64,1
4621.54,4211.79,4238.97,4211.79,4281.54,4608.21,4361.54,1
4593.33,4185.13,4220.51,4193.85,4269.74,4606.67,4338.46,1
4616.41,4175.9,4210.77,4173.33,4256.92,4538.97,4295.9,0
4615.38,4202.05,4230.26,4205.64,4272.31,4614.87,4333.33,0
4610.77,4197.95,4237.44,4201.54,4278.46,4608.72,4355.9,0
4610.77,4185.64,4214.36,4182.56,4248.72,4582.05,4308.72,0
4632.82,4209.74,4237.44,4206.15,4273.33,4605.13,4357.44,1
