AF3,F7,F3,FC5,T7,P7,O1,label
4396.41,4078.46,4272.31,4148.21,4318.97,4594.87,4059.49,0
4430.26,4123.08,4268.21,4156.92,4336.92,4592.31,4069.74,0
4285.64,3990.26,4263.59,4105.64,4337.95,4613.85,4074.36,0
4276.92,4000.51,4253.33,4129.74,4321.54,4623.59,4056.41,1
4274.87,3987.69,4247.18,4093.33,4338.46,4615.38,4076.41,1
4260.51,3956.92,4231.79,4095.38,4324.62,4608.72,4073.85,0
4361.54,3982.56,4266.67,4127.69,4349.74,4600.51,4067.18,1
4282.05,3982.05,4263.08,4127.69,4338.46,4617.95,4058.97,1
4291.28,4008.72,4247.69,4122.05,4321.03,4569.74,4079.49,0
4286.15,3996.92,4264.62,4122.56,4336.92,4618.46,4094.87,1
4300,3992.82,4271.28,4147.18,4347.69,4633.85,4060,0
4411.79,4118.97,4295.38,4158.46,4343.59,4604.62,4051.79,1
4275.9,3988.72,4258.46,4106.15,4336.41,4621.03,4070.26,0
4293.33,3991.28,4262.56,4121.54,4341.54,4616.92,4068.72,0
4304.62,4025.64,4271.28,4112.82,4333.33,4614.36,4056.92,0
4298.97,3980,4263.08,4110.26,4340,4620.51,4078.97,1
4289.74,3985.13,4257.95,4118.97,4336.41,4624.62,4084.62,0
4364.1,4053.33,4335.38,4198.97,4413.85,4690.77,4143.08,1
4290.26,4006.15,4274.87,4107.69,4346.67,4632.31,4089.23,0
4281.03,3987.69,4265.64,4108.21,4337.95,4615.38,4057.44,0
4355.38,4054.87,4279.49,4142.56,4333.85,4603.08,4050.26,1
4300.51,4016.92,4273.33,4142.56,4346.15,4614.36,4058.46,0
4404.1,4073.33,4296.92,4154.87,4325.64,4604.1,4060,0
4291.28,3996.41,4262.56,4129.74,4349.23,4638.46,4099.49,1
4274.87,4026.15,4261.03,4121.03,4356.41,4633.85,4088.72,0
4299.49,4001.54,4273.33,4109.23,4335.9,4615.38,4063.08,0
4294.87,4007.18,4262.05,4121.03,4360,4632.31,4093.33,1
4285.13,3978.97,4267.18,4134.87,4346.67,4618.46,4070.77,0
4278.97,3992.31,4248.72,4113.33,4322.56,4607.69,4050.26,1
4312.82,4034.87,4282.56,4138.46,4351.28,4640,4087.69,0
4315.9,4012.31,4284.1,4143.08,4349.74,4620,4065.13,1
4276.92,3996.41,4251.28,4111.28,4332.82,4629.23,4062.05,0
4324.1,4036.92,4261.03,4104.1,4346.67,4626.15,4112.82,1
4275.9,4007.18,4254.36,4128.72,4331.28,4624.62,4069.23,0
4295.38,3995.38,4253.85,4113.33,4337.95,4613.85,4068.72,1
4329.23,4026.15,4281.03,4141.03,4336.92,4585.64,4085.64,0
4326.67,3985.13,4276.92,4107.69,4341.54,4627.18,4087.18,1
4290.26,4010.77,4249.74,4120,4333.33,4615.38,4076.92,1
4292.31,4013.33,4259.49,4107.18,4339.49,4632.31,4067.18,0
4327.69,3911.79,4248.21,4065.13,4321.54,4606.15,4103.08,1
4273.85,3999.49,4243.59,4094.36,4330.26,4607.69,4041.03,1
4281.54,4038.46,4251.79,4153.85,4342.56,4611.28,4064.62,1
4292.31,4010.77,4274.36,4125.13,4332.82,4634.36,4084.1,0
4283.08,3963.59,4263.08,4106.67,4336.41,4628.72,4074.36,0
4281.54,3990.77,4258.97,4112.82,4338.97,4617.44,4053.85,0
4305.13,3998.46,4272.31,4122.05,4347.18,4628.21,4089.74,0
4369.23,4026.67,4272.82,4121.03,4318.46,4608.21,4061.54,1
4289.23,3996.41,4247.18,4100.51,4345.64,4624.62,4062.05,0
4293.33,4006.15,4264.62,4106.15,4334.36,4612.82,4089.23,1
4315.38,4041.03,4263.59,4123.08,4351.28,4635.38,4108.21,1
4301.54,4010.77,4265.64,4111.28,4343.59,4626.67,4083.59,0
4289.23,4001.03,4250.26,4117.44,4329.74,4609.23,4067.18,0
4336.92,3988.72,4278.97,4128.72,4352.82,4638.97,4089.74,1
4375.38,4072.82,4263.08,4150.26,4337.95,4582.56,4056.92,0
4303.08,4061.03,4272.31,4134.87,4357.44,4626.15,4071.28,0
4277.95,4002.05,4261.54,4131.79,4362.05,4630.77,4072.82,0
4280,3978.46,4261.03,4097.44,4322.05,4615.9,4061.03,1
4317.44,3963.59,4250.77,4111.28,4319.49,4597.95,4067.69,1
4284.1,3990.26,4267.18,4112.82,4326.67,4623.59,4060.51,0
4287.69,3993.33,4265.13,4118.97,4337.44,4616.41,4070.26,0
4301.03,4010.26,4279.49,4150.26,4332.31,4618.97,4058.97,1
4284.1,4001.03,4266.67,4120.51,4333.85,4598.46,4040,1
4299.49,4038.97,4263.08,4115.38,4355.38,4620.51,4068.72,0
4272.31,3990.26,4263.59,4116.92,4336.41,4634.36,4095.38,0
4293.33,4031.79,4262.05,4139.49,4364.1,4645.64,4099.49,0
4285.13,3989.23,4249.74,4096.41,4333.33,4602.05,4052.31,1
4332.31,4021.03,4296.92,4138.97,4344.62,4616.41,4055.38,1
4276.92,4027.18,4244.1,4122.05,4352.82,4615.9,4103.08,0
4233.33,4018.46,4212.82,4107.69,4327.69,4615.38,4050.26,0
4287.69,4020,4285.13,4142.05,4371.79,4657.95,4105.13,0
4380.51,4054.87,4285.13,4141.54,4332.82,4615.9,4054.87,0
4256.92,3968.21,4222.56,4106.15,4325.64,4609.23,4072.31,1
4289.23,4028.72,4270.77,4122.56,4340,4616.92,4045.64,1
4275.38,3985.64,4246.67,4103.59,4331.79,4621.03,4071.28,0
4407.18,4101.03,4369.74,4220.51,4446.15,4734.87,4155.38,0
4380.51,3997.44,4269.74,4124.1,4350.26,4599.49,4066.67,1
4287.18,3926.15,4241.03,4071.79,4328.21,4602.56,4089.74,1
4295.38,3998.46,4267.18,4090.26,4338.46,4628.72,4085.13,0
4369.74,4002.56,4294.87,4141.54,4359.49,4642.05,4085.64,1
4280.51,3987.18,4261.03,4107.69,4326.67,4606.15,4043.59,0
4294.87,4008.72,4263.59,4122.56,4331.28,4611.79,4058.46,1
4308.21,4036.41,4277.44,4155.38,4341.03,4611.79,4071.28,1
4270.77,3946.15,4249.74,4097.95,4328.21,4619.49,4070.77,0
4287.18,3970.26,4263.59,4107.18,4338.97,4632.31,4076.92,0
4294.87,4011.79,4260,4107.69,4332.31,4608.72,4061.54,1
4269.23,3969.74,4246.67,4103.08,4344.62,4626.15,4075.9,0
4280.51,3961.03,4261.03,4107.69,4340,4628.72,4075.38,0
4272.31,3990.77,4246.15,4106.67,4326.67,4618.97,4074.87,1
4327.69,4006.67,4295.38,4156.41,4336.92,4583.59,4096.92,0
4292.82,4002.56,4248.72,4107.69,4340.51,4615.38,4050.26,1
4277.44,3965.13,4260.51,4112.82,4317.95,4604.62,4054.36,1
4296.92,4010.77,4262.05,4104.62,4326.15,4613.85,4056.41,0
4314.87,4018.97,4283.08,4142.05,4337.95,4600,4084.1,0
4278.46,3925.64,4244.62,4107.69,4336.92,4629.74,4068.72,0
4363.08,4043.08,4279.49,4143.59,4340,4618.46,4043.59,0
4240.51,3967.18,4232.31,4102.56,4337.95,4635.38,4094.87,0
4296.41,4016.92,4263.08,4117.95,4333.33,4616.92,4089.74,0
4297.95,4047.18,4251.28,4124.1,4345.64,4627.69,4072.31,0
4323.59,4068.72,4287.18,4153.85,4347.69,4625.64,4087.18,1
4279.49,3985.64,4244.1,4110.26,4338.46,4618.46,4062.05,0
4321.03,3934.36,4250.77,4075.9,4325.64,4607.18,4097.95,1
4287.18,4000,4247.18,4104.62,4342.56,4616.92,4057.44,1
4487.69,4133.33,4311.28,4168.21,4335.38,4586.15,4073.85,0
4295.9,4023.59,4264.62,4140,4347.18,4628.72,4089.74,1
4362.56,4049.74,4330.77,4198.46,4407.69,4687.69,4135.38,1
4275.38,4011.28,4254.87,4114.36,4346.67,4619.49,4086.15,0
4308.72,3994.36,4265.13,4107.69,4331.28,4617.44,4055.38,0
4304.1,4012.82,4267.69,4123.08,4344.62,4629.74,4080,0
4406.67,4096.92,4298.46,4156.92,4330.77,4601.03,4049.23,1
4309.74,4008.21,4281.03,4141.03,4334.36,4602.05,4084.62,0
4264.1,3973.85,4250.26,4120,4326.15,4599.49,4053.85,1
4282.05,3976.41,4260,4107.18,4332.82,4602.05,4055.38,0
4279.49,4027.69,4264.62,4135.9,4344.1,4619.49,4043.08,1
4294.87,3996.41,4258.97,4127.18,4345.13,4628.21,4082.05,0
4377.95,4083.59,4341.03,4193.33,4422.05,4716.92,4143.59,0
4325.64,4009.74,4286.15,4120.51,4341.03,4611.28,4060,1
4283.08,3995.9,4264.1,4107.18,4320.51,4599.49,4041.54,1
4333.33,4023.59,4264.62,4137.95,4331.28,4599.49,4065.64,1
4304.1,4043.59,4282.05,4145.13,4386.15,4660,4112.31,1
4291.28,4009.74,4266.67,4124.1,4341.54,4614.87,4075.38,1
4295.38,3994.36,4270.26,4102.56,4338.46,4627.69,4065.64,0
4270.26,3978.46,4247.18,4093.33,4333.33,4617.44,4069.74,0
4296.41,4008.72,4249.23,4122.56,4325.64,4590.77,4049.74,1
4293.33,4008.21,4247.69,4120,4323.59,4587.69,4051.79,1
4273.33,3996.92,4257.95,4109.74,4340.51,4626.67,4089.23,0
4320.51,4051.28,4281.54,4158.46,4340,4626.15,4066.15,1
4272.82,3974.36,4247.18,4073.33,4332.31,4637.44,4091.28,0
4329.23,4006.15,4271.79,4120,4318.97,4602.56,4060.51,1
4289.23,3990.77,4259.49,4106.15,4333.85,4622.05,4070.77,0
4297.95,4023.59,4257.95,4124.1,4342.05,4620,4035.38,1
4275.9,4023.59,4249.23,4108.72,4338.46,4616.92,4043.08,1
4272.31,3994.36,4234.87,4110.77,4328.21,4614.87,4044.1,1
4304.62,4002.56,4267.69,4107.18,4343.59,4623.59,4078.97,0
4283.08,4006.67,4265.13,4107.18,4335.9,4618.97,4055.9,1
4287.18,4035.38,4265.64,4134.36,4349.23,4616.41,4048.21,1
4328.72,4010.77,4296.92,4141.54,4374.87,4655.9,4104.1,1
4286.15,4005.13,4263.59,4132.82,4328.72,4609.74,4035.38,1
4309.74,4013.85,4270.77,4139.49,4355.38,4621.03,4074.36,0
4293.85,4004.62,4245.64,4103.59,4335.38,4621.54,4058.97,1
4280,4004.1,4249.74,4106.67,4326.67,4609.23,4041.54,1
4304.62,4018.46,4272.31,4139.49,4340,4619.49,4082.56,1
4298.97,4010.77,4264.62,4129.74,4339.49,4622.05,4074.87,1
4306.15,4021.03,4270.26,4142.56,4350.26,4619.49,4082.05,1
4280,4036.92,4247.18,4107.18,4344.1,4616.92,4071.28,0
4283.08,3992.82,4248.21,4109.23,4338.97,4617.44,4043.08,1
4370.77,4010.77,4276.41,4111.79,4338.46,4617.95,4069.74,0
4276.41,3987.69,4249.23,4105.13,4325.64,4606.67,4047.69,1
4273.33,3984.1,4257.95,4107.18,4334.36,4607.69,4071.79,1
4292.31,4043.59,4262.05,4122.56,4340.51,4615.38,4057.95,0
4259.49,4054.36,4268.72,4166.67,4389.23,4658.46,4104.1,1
4334.36,4036.92,4311.79,4171.28,4382.05,4656.41,4100,1
4223.08,3969.74,4222.56,4102.05,4331.28,4617.44,4073.85,0
4287.69,3993.33,4251.79,4115.9,4343.08,4614.36,4055.38,0
4328.72,4044.62,4264.1,4109.74,4346.67,4630.77,4105.64,1
4282.05,4001.03,4245.13,4096.92,4331.28,4612.82,4049.74,1
4274.87,3978.97,4247.69,4112.31,4327.18,4597.44,4046.67,1
4293.85,4024.1,4260,4122.05,4348.21,4631.79,4077.95,1
4295.9,4021.03,4253.33,4118.97,4350.26,4618.97,4084.62,1
4316.92,4006.15,4285.64,4136.41,4375.38,4655.9,4109.74,1
4266.67,4007.18,4244.62,4132.82,4343.08,4624.1,4106.15,0
4375.9,4024.62,4276.92,4117.95,4319.49,4600.51,4052.31,1
4238.46,4033.85,4242.05,4136.92,4345.13,4615.9,4048.21,0
4389.23,4070.77,4290.77,4151.79,4323.08,4612.82,4074.36,0
4318.46,4023.59,4269.23,4110.26,4362.05,4629.74,4075.9,0
4213.85,3971.28,4219.49,4100,4330.26,4617.44,4072.82,0
4257.95,4036.92,4249.74,4131.28,4381.03,4648.21,4086.15,0
4357.44,4001.03,4291.79,4137.44,4351.79,4623.59,4084.1,1
4261.54,3987.69,4249.23,4123.08,4335.38,4615.38,4065.13,0
4286.15,4044.1,4260.51,4119.49,4342.05,4626.67,4073.85,0
4308.72,4005.64,4278.97,4124.1,4331.79,4608.72,4062.56,1
4238.97,4007.69,4248.21,4101.03,4343.59,4624.62,4049.74,0
4366.67,4035.38,4313.85,4186.67,4401.54,4674.87,4125.13,1
4290.26,3993.85,4264.1,4109.23,4338.97,4614.36,4044.1,1
4312.82,4005.64,4265.13,4121.03,4358.46,4633.85,4095.38,1
4292.82,4011.79,4263.59,4123.59,4336.92,4615.38,4074.36,0
4364.1,4061.54,4362.56,4159.49,4380,4674.87,4114.87,0
4292.31,4009.74,4264.62,4105.64,4331.79,4609.23,4058.97,1
4308.72,4009.23,4274.36,4135.9,4334.36,4615.38,4071.79,1
4343.08,4039.49,4320.51,4136.41,4358.97,4648.21,4103.59,0
4289.74,3996.41,4264.62,4110.77,4343.08,4620.51,4076.41,0
4308.72,4004.1,4279.49,4124.62,4330.26,4613.85,4056.92,1
4317.95,4030.77,4280.51,4136.41,4350.77,4638.97,4082.56,0
4309.74,4015.9,4274.36,4138.46,4359.49,4630.77,4071.28,1
4334.36,3970.77,4262.05,4120,4336.41,4600,4064.1,1
4282.05,4000,4250.77,4109.23,4332.31,4614.87,4048.72,1
4318.97,4027.18,4291.79,4163.08,4372.82,4644.62,4102.56,1
4290.26,3940,4258.46,4116.41,4346.67,4629.74,4063.08,0
4305.13,3994.36,4264.1,4122.56,4332.31,4628.72,4086.15,0
4295.38,4010.77,4264.62,4123.59,4337.95,4618.46,4047.69,1
4298.46,4005.13,4254.36,4127.18,4336.41,4613.85,4069.23,0
4259.49,4000.51,4249.23,4118.46,4342.05,4631.28,4105.64,1
4273.85,3991.28,4237.95,4108.21,4342.56,4620.51,4063.59,0
4316.41,4062.05,4290.77,4158.46,4374.36,4649.23,4089.74,0
4236.41,4032.82,4222.05,4109.23,4344.62,4617.95,4053.85,0
4283.08,4007.18,4235.38,4101.03,4356.92,4631.28,4074.36,0
4327.69,4038.46,4280.51,4146.67,4340,4609.23,4071.79,0
4297.44,4008.72,4264.1,4107.69,4343.08,4628.21,4083.59,0
4273.33,3989.23,4265.13,4113.85,4337.44,4609.74,4057.95,0
4291.79,4010.26,4253.85,4123.08,4334.36,4613.33,4070.77,1
4288.72,4032.31,4274.87,4155.38,4372.31,4642.56,4097.44,0
4285.64,3997.44,4253.85,4131.79,4344.62,4618.46,4073.85,0
4265.64,4006.15,4247.18,4114.87,4346.67,4619.49,4068.21,0
4349.23,4073.33,4286.67,4152.31,4360.51,4630.26,4113.33,1
4298.97,3996.92,4264.62,4123.08,4327.18,4617.44,4082.05,1
4277.44,3977.95,4261.03,4109.74,4335.9,4619.49,4064.62,0
4297.44,4012.82,4257.44,4124.1,4328.21,4609.74,4068.72,0
4289.74,3996.92,4258.46,4115.38,4342.05,4612.31,4072.82,1
4286.67,3989.23,4247.18,4117.44,4336.92,4617.44,4058.97,0
4292.31,3986.15,4259.49,4106.15,4327.18,4627.69,4066.67,0
4273.85,3986.15,4243.59,4113.85,4323.08,4620,4057.44,0
4322.56,4024.1,4277.44,4125.64,4357.44,4634.36,4078.97,0
4324.1,3993.33,4282.05,4122.56,4349.74,4632.31,4088.21,1
4308.21,4038.97,4251.79,4114.87,4347.69,4627.69,4107.18,1
4382.56,4076.92,4342.56,4190.77,4409.74,4713.85,4145.13,0
4260.51,3957.95,4242.05,4092.31,4317.95,4600.51,4046.15,0
4297.44,4010.77,4263.08,4103.59,4348.72,4633.33,4085.64,0
4297.95,4012.31,4261.54,4111.28,4342.05,4624.62,4067.69,1
4286.67,4000.51,4262.56,4116.41,4337.95,4613.85,4058.46,0
4295.9,4022.56,4264.62,4131.28,4343.08,4615.38,4068.21,1
4272.82,4039.49,4247.69,4120,4348.72,4615.9,4063.59,0
4291.79,3968.72,4282.56,4133.85,4335.38,4632.82,4073.85,0
4269.74,3988.72,4246.15,4102.05,4334.36,4602.05,4040.51,1
4313.85,3987.69,4265.13,4090.26,4330.77,4621.54,4102.56,1
4365.13,4049.23,4291.28,4145.13,4327.69,4615.9,4077.95,0
4302.56,3997.95,4270.26,4132.31,4350.77,4619.49,4076.41,0
4282.56,3990.26,4264.1,4120.51,4332.82,4616.41,4090.26,1
4389.23,4053.85,4350.77,4191.28,4424.1,4703.59,4167.18,1
4269.23,3980.51,4251.28,4104.62,4343.08,4622.56,4073.85,0
4333.33,4026.15,4281.03,4126.15,4337.95,4614.36,4051.79,1
4270.26,3970.26,4237.44,4101.54,4329.74,4608.72,4083.08,0
4345.64,4054.87,4276.41,4140.51,4328.72,4600.51,4061.03,0
4282.05,3968.21,4247.18,4105.64,4335.38,4613.33,4070.26,1
4272.31,4001.03,4246.15,4113.33,4325.64,4609.23,4040.51,1
4283.59,4001.03,4258.46,4109.23,4344.62,4620,4063.59,1
4315.38,4007.18,4276.92,4135.38,4351.79,4626.67,4094.36,1
4299.49,3993.85,4255.38,4121.54,4336.41,4615.9,4073.33,0
4287.69,3995.38,4251.28,4100,4336.92,4606.15,4047.69,1
4328.21,4036.92,4281.03,4153.33,4335.9,4616.41,4075.38,0
4284.1,4011.79,4249.23,4119.49,4334.36,4625.64,4077.44,0
4301.54,4028.21,4264.1,4133.33,4354.87,4621.54,4074.87,1
4302.56,4004.1,4262.05,4122.56,4337.44,4605.64,4057.95,1
4388.72,4106.15,4294.87,4152.31,4347.69,4614.87,4062.56,1
4250.26,4002.56,4240,4099.49,4334.87,4609.23,4055.9,1
4326.67,3982.56,4266.67,4134.36,4323.08,4613.85,4076.92,1
4297.95,4006.67,4256.92,4107.69,4346.67,4629.74,4071.28,0
4283.08,3980.51,4250.26,4097.95,4325.64,4616.41,4051.79,0
4241.03,4031.28,4248.21,4137.44,4349.23,4615.38,4060,0
4249.74,4004.62,4248.72,4101.03,4336.92,4613.33,4063.08,1
4286.67,3997.44,4250.26,4105.13,4327.69,4603.08,4054.36,1
4278.97,3989.74,4255.9,4116.92,4333.85,4616.41,4065.64,0
4280,3997.95,4248.72,4090.26,4341.03,4622.05,4106.15,1
4294.36,4051.79,4275.9,4137.44,4349.23,4626.67,4069.23,0
4292.31,3991.28,4264.1,4117.95,4335.38,4602.05,4046.15,1
4293.33,4000.51,4248.21,4122.56,4338.97,4624.62,4053.33,1
4383.08,4032.82,4273.85,4118.97,4322.05,4607.69,4058.46,1
4328.72,4042.56,4264.1,4108.72,4350.26,4629.74,4108.21,1
4318.97,4027.18,4313.85,4148.72,4362.56,4652.31,4094.36,0
4280,3988.21,4260.51,4127.18,4342.56,4617.44,4067.18,0
4425.64,4107.18,4308.21,4169.74,4324.1,4605.13,4060.51,0
4297.95,4005.64,4266.67,4102.05,4343.08,4626.67,4085.13,0
4282.05,3988.72,4243.59,4090.77,4326.15,4607.69,4042.56,1
4262.05,3968.21,4263.08,4117.95,4337.95,4618.46,4056.41,0
4297.44,4009.74,4255.38,4126.15,4332.31,4622.56,4055.38,0
4278.97,3988.21,4249.74,4108.21,4325.64,4611.79,4065.64,1
4294.36,4020.51,4255.38,4105.13,4326.67,4623.59,4081.03,0
4286.15,3963.08,4248.72,4100,4333.33,4598.97,4061.03,1
4309.23,4039.49,4280,4145.64,4370.77,4642.05,4092.31,0
4353.85,4070.77,4293.85,4156.41,4347.69,4629.74,4074.36,0
4313.33,4010.77,4270.26,4128.21,4344.62,4616.92,4053.85,1
4287.69,3970.26,4252.82,4096.41,4335.9,4615.38,4091.79,1
4306.15,4020,4284.62,4126.15,4335.9,4617.95,4056.41,0
4334.36,4046.15,4285.64,4137.44,4341.03,4621.54,4073.33,1
4295.9,3996.41,4264.62,4126.67,4338.46,4622.05,4061.03,1
4299.49,3990.77,4261.03,4108.72,4329.23,4618.46,4084.1,1
4277.44,3990.77,4264.62,4112.31,4326.67,4602.56,4050.26,0
4256.92,4010.77,4261.03,4135.9,4341.54,4627.18,4109.74,0
4289.23,3991.28,4269.74,4120,4334.36,4617.95,4061.03,0
4306.15,4063.08,4267.69,4124.62,4359.49,4625.13,4057.95,0
4220.51,4006.67,4207.69,4089.74,4329.74,4610.26,4050.77,0
4281.54,3964.1,4252.82,4108.21,4329.74,4609.74,4043.08,0
4329.74,3986.67,4267.18,4106.67,4333.33,4625.13,4104.1,1
4311.79,4007.69,4280.51,4132.82,4343.59,4624.62,4090.77,1
4311.28,4037.44,4260,4141.54,4332.82,4609.23,4051.28,1
4396.92,4088.72,4348.72,4202.56,4431.79,4725.13,4157.95,0
4259.49,4019.49,4236.41,4108.21,4336.92,4615.38,4059.49,1
4289.74,4007.18,4265.64,4124.62,4343.59,4629.74,4087.18,1
4273.85,3959.49,4248.21,4106.15,4337.44,4618.46,4061.03,0
4290.77,4035.38,4249.74,4110.77,4344.62,4616.92,4075.38,0
4285.64,3976.92,4233.33,4099.49,4341.03,4620.51,4054.87,0
4277.95,4006.67,4262.56,4121.54,4322.56,4615.9,4069.23,0
4450.77,4148.21,4308.21,4185.64,4337.95,4608.72,4061.03,0
4264.1,3996.92,4247.18,4107.18,4334.87,4625.64,4086.67,0
4261.54,3961.54,4241.54,4097.95,4323.08,4617.44,4053.85,0
4287.18,4004.62,4250.26,4120,4333.33,4614.87,4068.72,1
4269.23,4018.46,4254.36,4118.97,4334.36,4616.41,4041.54,1
4287.69,3986.15,4262.56,4102.05,4330.77,4618.46,4071.28,0
4291.28,3988.72,4254.87,4105.13,4333.85,4624.1,4066.15,0
4386.15,4058.46,4347.18,4203.08,4419.49,4696.41,4145.13,1
4284.1,4002.56,4258.97,4112.82,4336.92,4615.38,4072.31,1
4362.56,4035.38,4304.62,4177.95,4391.28,4672.31,4133.33,1
4338.46,4031.79,4296.41,4150.77,4361.54,4637.44,4110.26,1
4284.1,3981.03,4252.31,4117.44,4342.05,4610.26,4068.21,1
4268.72,3973.33,4245.13,4100,4326.15,4608.72,4086.15,0
4292.82,4018.46,4258.46,4127.18,4338.97,4622.56,4088.21,1
4320.51,4027.69,4267.69,4112.31,4341.03,4606.15,4043.59,1
4300,4004.62,4268.72,4108.72,4337.44,4620,4068.21,0
4278.97,4020,4262.56,4133.85,4336.92,4626.15,4063.59,0
4302.56,4024.1,4263.08,4120,4355.9,4617.95,4057.95,1
4245.64,3987.69,4233.33,4105.13,4336.41,4615.9,4073.33,0
4319.49,4056.92,4295.9,4169.74,4381.54,4654.36,4089.23,0
4300.51,4020.51,4260.51,4121.03,4345.13,4626.15,4103.59,0
4334.36,4060.51,4278.97,4150.26,4362.05,4630.26,4116.92,1
4276.41,3977.44,4261.54,4120.51,4350.77,4629.23,4092.82,1
4305.13,3993.85,4273.33,4141.03,4352.31,4623.59,4084.1,0
4279.49,3974.36,4262.56,4106.15,4331.28,4611.79,4038.46,1
4288.72,4003.59,4252.31,4115.38,4329.23,4623.59,4071.28,0
4278.97,4010.26,4259.49,4113.33,4330.26,4622.05,4086.67,0
4293.85,4020,4274.36,4135.38,4369.74,4650.26,4105.13,1
4309.23,4003.59,4249.74,4111.28,4326.15,4596.92,4061.54,1
4328.21,4011.28,4295.9,4138.97,4338.97,4616.92,4066.67,1
4286.67,4009.23,4243.59,4123.08,4327.18,4600.51,4055.9,1
4303.59,4008.72,4269.23,4118.46,4339.49,4609.74,4063.08,1
4197.95,4049.23,4229.74,4132.82,4330.26,4607.69,4054.87,0
4301.03,4024.62,4263.59,4123.08,4357.95,4607.69,4091.28,0
4304.62,3991.28,4276.41,4142.05,4344.62,4618.46,4050.26,0
4273.85,4000.51,4247.69,4121.54,4345.64,4617.44,4073.33,0
4394.36,4025.64,4264.62,4140.51,4350.26,4615.9,4075.9,1
4284.62,3982.56,4231.28,4093.85,4337.95,4622.56,4062.05,0
4280,3988.72,4257.95,4108.21,4322.05,4612.31,4053.85,0
4263.59,3985.13,4251.28,4130.26,4325.64,4612.82,4061.54,1
4255.38,3980.51,4247.18,4104.1,4329.74,4611.79,4053.85,1
4447.18,4124.62,4277.44,4154.36,4331.28,4597.44,4073.33,0
4293.33,4018.97,4269.74,4121.03,4329.74,4615.9,4081.54,0
4239.49,3965.64,4234.87,4098.46,4332.82,4629.74,4097.95,0
4274.87,3989.74,4247.69,4094.36,4346.15,4631.79,4071.28,0
4292.31,4018.97,4267.18,4138.46,4347.69,4628.72,4085.64,1
4308.21,4027.69,4264.1,4126.67,4353.33,4622.05,4090.26,1
4296.41,3991.28,4266.15,4125.64,4354.87,4619.49,4072.82,1
4293.85,3993.85,4264.62,4144.62,4345.13,4635.38,4062.05,0
4342.05,3986.67,4280.51,4122.56,4349.74,4631.79,4092.31,1
4324.1,4015.38,4286.15,4135.9,4363.08,4650.77,4084.62,0
4293.33,4018.46,4255.9,4118.97,4347.18,4613.85,4065.13,1
4422.05,4087.69,4299.49,4153.33,4335.9,4607.18,4055.38,0
4282.56,3986.15,4250.77,4095.9,4328.72,4613.33,4058.46,1
4279.49,4016.41,4247.18,4120,4328.21,4602.56,4068.21,0
4394.87,4029.23,4279.49,4133.33,4347.69,4625.64,4078.46,1
4270.77,3952.31,4261.54,4103.08,4317.44,4613.33,4061.03,1
4224.1,4022.56,4230.77,4121.54,4339.49,4613.33,4052.82,0
4293.33,3993.85,4276.92,4121.03,4349.23,4616.92,4060.51,0
4265.13,3998.46,4246.67,4120,4335.9,4615.38,4060.51,0
4255.38,4008.72,4247.69,4134.87,4348.72,4628.21,4109.74,0
4273.85,3977.95,4251.28,4106.15,4322.05,4602.56,4056.92,1
4306.15,4020,4271.28,4152.31,4354.36,4641.54,4071.79,0
4332.82,4026.67,4307.18,4131.79,4358.97,4641.03,4089.23,0
4284.1,3985.64,4275.38,4087.69,4330.77,4620.51,4087.69,0
4311.28,4005.64,4262.05,4095.9,4344.62,4629.74,4083.08,0
4306.67,4010.26,4250.26,4111.28,4337.44,4629.74,4081.03,0
4281.03,3976.92,4253.33,4107.69,4338.46,4626.15,4047.18,0
4295.9,3990.77,4262.56,4128.72,4323.59,4616.41,4053.33,0
4313.85,4020,4267.18,4136.92,4355.9,4635.38,4070.77,0
4290.77,4006.67,4265.13,4120.51,4347.18,4625.13,4070.77,0
4268.21,4014.87,4232.31,4110.26,4348.72,4616.41,4069.74,0
4308.21,3994.36,4279.49,4140.51,4354.36,4633.85,4084.1,1
4255.38,3987.69,4234.87,4098.46,4329.23,4615.9,4072.31,0
4275.38,4009.23,4263.08,4123.08,4344.62,4631.79,4074.87,0
4281.03,4026.67,4250.77,4123.59,4348.21,4617.44,4047.69,1
4288.21,3985.13,4256.41,4122.56,4339.49,4616.92,4053.85,0
4265.64,3965.13,4231.28,4083.59,4332.31,4600.51,4063.59,1
4292.82,4007.69,4242.05,4122.56,4338.97,4625.13,4080.51,0
4258.97,3990.77,4237.95,4102.56,4345.13,4622.56,4103.59,0
4308.72,4006.15,4256.41,4118.46,4333.85,4587.69,4097.95,0
4273.85,3968.21,4246.67,4105.64,4321.03,4609.23,4044.1,0
4277.95,3984.62,4263.08,4122.56,4331.28,4594.87,4042.56,1
4304.1,4004.62,4267.69,4106.67,4336.92,4617.44,4063.59,1
4285.64,4026.15,4266.67,4116.41,4335.38,4617.95,4045.13,1
4236.41,3995.38,4238.97,4099.49,4345.13,4616.41,4066.67,0
4268.21,4035.38,4265.64,4138.46,4376.92,4643.08,4088.21,0
4302.56,4003.08,4258.46,4115.9,4336.41,4615.9,4063.59,0
4253.33,4032.31,4229.23,4115.38,4343.59,4617.95,4066.67,0
4292.31,3986.15,4250.77,4092.31,4324.62,4612.82,4071.79,1
4283.08,4005.13,4247.18,4118.97,4335.38,4615.9,4053.33,0
